applicationData,action/applicationData,action/handle/identifier,action/handle/permission,action/handle/actionType,action/reachJointAngles/jointAngles/0/jointAngles/0/value,action/reachJointAngles/jointAngles/0/jointAngles/0/jointIdentifier,action/reachJointAngles/jointAngles/0/jointAngles/1/value,action/reachJointAngles/jointAngles/0/jointAngles/1/jointIdentifier,action/reachJointAngles/jointAngles/0/jointAngles/2/value,action/reachJointAngles/jointAngles/0/jointAngles/2/jointIdentifier,action/reachJointAngles/jointAngles/0/jointAngles/3/value,action/reachJointAngles/jointAngles/0/jointAngles/3/jointIdentifier,action/reachJointAngles/jointAngles/0/jointAngles/4/value,action/reachJointAngles/jointAngles/0/jointAngles/4/jointIdentifier,action/reachJointAngles/jointAngles/0/jointAngles/5/value,action/reachJointAngles/jointAngles/0/jointAngles/5/jointIdentifier,action/reachJointAngles/constraint/type,action/reachJointAngles/constraint/value,action/name,groupIdentifier
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10215,7,7,292.54974365234375,0,345.4603576660156,1,257.5635681152344,2,59.59626770019531,3,240.2988739013672,4,102.65261840820312,5,0,0,Snapshot (2022-02-02 20:44:50),0
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10217,7,7,292.6355895996094,0,28.231401443481445,1,312.2323913574219,2,88.64247131347656,3,240.47679138183594,4,25.206724166870117,5,0,0,Snapshot (2022-02-02 20:44:57),1
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10218,7,7,291.2671203613281,0,357.9568786621094,1,323.32281494140625,2,190.3727264404297,3,240.5283966064453,4,355.076904296875,5,0,0,Snapshot (2022-02-02 20:45:02),2
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10219,7,7,215.58453369140625,0,36.34037399291992,1,284.7995910644531,2,171.66981506347656,3,240.52938842773438,4,355.0765686035156,5,0,0,Snapshot (2022-02-02 20:45:09),3
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10220,7,7,172.7934112548828,0,52.00468063354492,1,274.3206787109375,2,170.6285400390625,3,242.37571716308594,4,55.63241195678711,5,0,0,Snapshot (2022-02-02 20:45:12),4
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10221,7,7,124.78472900390625,0,49.44599151611328,1,274.3815002441406,2,270.1636657714844,3,243.8601837158203,4,55.631378173828125,5,0,0,Snapshot (2022-02-02 20:45:15),5
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10222,7,7,126.99647521972656,0,11.2763671875,1,274.8431091308594,2,267.4175720214844,3,26.031726837158203,4,55.615081787109375,5,0,0,Snapshot (2022-02-02 20:45:19),6
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10223,7,7,89.64573669433594,0,353.533447265625,1,324.8004455566406,2,349.1808166503906,3,57.54938888549805,4,55.61546325683594,5,0,0,Snapshot (2022-02-02 20:45:25),7
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10224,7,7,89.68112182617188,0,344.341552734375,1,351.2217102050781,2,36.62217712402344,3,48.01054382324219,4,55.61491775512695,5,0,0,Snapshot (2022-02-02 20:45:28),8
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10225,7,7,96.40349578857422,0,295.5273132324219,1,0.9711254835128784,2,71.33496856689453,3,67.5110855102539,4,55.61497116088867,5,0,0,Snapshot (2022-02-02 20:45:31),9
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10226,7,7,99.88455200195312,0,280.3380126953125,1,320.9640808105469,2,125.24410247802734,3,67.50775909423828,4,55.61491775512695,5,0,0,Snapshot (2022-02-02 20:45:35),10
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10227,7,7,157.39515686035156,0,290.7353210449219,1,291.0759582519531,2,112.79814147949219,3,99.38772583007812,4,55.61518859863281,5,0,0,Snapshot (2022-02-02 20:45:40),11
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10228,7,7,151.7760467529297,0,318.283203125,1,296.8357849121094,2,76.85847473144531,3,99.46376037597656,4,55.615516662597656,5,0,0,Snapshot (2022-02-02 20:45:43),12
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10229,7,7,152.54473876953125,0,319.4037170410156,1,347.8726806640625,2,5.33164119720459,3,99.04280853271484,4,55.614864349365234,5,0,0,Snapshot (2022-02-02 20:45:45),13
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10230,7,7,198.3199462890625,0,273.50408935546875,1,348.0194091796875,2,8.743432998657227,3,56.273406982421875,4,55.61475372314453,5,0,0,Snapshot (2022-02-02 20:45:50),14
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10231,7,7,196.05599975585938,0,295.5784912109375,1,298.0160217285156,2,8.171285629272461,3,31.809507369995117,4,55.61475372314453,5,0,0,Snapshot (2022-02-02 20:45:55),15
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10232,7,7,194.61444091796875,0,341.3606872558594,1,279.7825927734375,2,7.674355506896973,3,310.9384765625,4,129.9825897216797,5,0,0,Snapshot (2022-02-02 20:45:59),16
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10233,7,7,154.50169372558594,0,16.722408294677734,1,277.5791931152344,2,327.4145202636719,3,264.54541015625,4,217.14404296875,5,0,0,Snapshot (2022-02-02 20:46:02),17
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10234,7,7,151.95968627929688,0,54.61949157714844,1,272.7389221191406,2,347.63775634765625,3,267.6455383300781,4,202.19189453125,5,0,0,Snapshot (2022-02-02 20:46:05),18
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10235,7,7,151.99783325195312,0,72.00142669677734,1,272.7573547363281,2,69.36457824707031,3,239.6849822998047,4,202.1888427734375,5,0,0,Snapshot (2022-02-02 20:46:07),19
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10236,7,7,151.9560089111328,0,90.52391052246094,1,274.4706115722656,2,107.439453125,3,293.2392883300781,4,141.47694396972656,5,0,0,Snapshot (2022-02-02 20:46:10),20
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10237,7,7,199.90139770507812,0,110.88969421386719,1,274.4795227050781,2,107.43983459472656,3,295.8663635253906,4,141.47662353515625,5,0,0,Snapshot (2022-02-02 20:46:16),21
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10238,7,7,249.73486328125,0,69.43155670166016,1,332.98089599609375,2,107.43929290771484,3,270.25543212890625,4,141.47596740722656,5,0,0,Snapshot (2022-02-02 20:46:20),22
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10239,7,7,251.0292510986328,0,340.0198669433594,1,355.3305358886719,2,109.94715881347656,3,352.264404296875,4,141.4762420654297,5,0,0,Snapshot (2022-02-02 20:46:25),23
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10240,7,7,251.02804565429688,0,301.5312805175781,1,355.3326416015625,2,109.947265625,3,352.257568359375,4,141.47618103027344,5,0,0,Snapshot (2022-02-02 20:46:28),24
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10241,7,7,262.87933349609375,0,272.7135925292969,1,320.024169921875,2,168.9413604736328,3,68.84898376464844,4,176.6965789794922,5,0,0,Snapshot (2022-02-02 20:46:38),25
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10242,7,7,265.47088623046875,0,341.5799255371094,1,280.2937927246094,2,168.9447479248047,3,65.70056915283203,4,176.6963653564453,5,0,0,Snapshot (2022-02-02 20:46:43),26
"{""kinova"":{}}","{""kinova"":{""color"":0}}",10243,7,7,275.7043151855469,0,313.6726989746094,1,235.27560424804688,2,256.6685791015625,3,109.43510437011719,4,109.92859649658203,5,0,0,Snapshot (2022-02-02 20:48:43),27
